GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Households receiving food stamps; Estimate; Households,Households receiving food stamps; Margin of Error; Households,Households not receiving food stamps; Estimate; Households,Households not receiving food stamps; Margin of Error; Households,Total; Estimate; With one or more people 60 years and over,Total; Margin of Error; With one or more people 60 years and over,Households receiving food stamps; Estimate; With one or more people 60 years and over,Households receiving food stamps; Margin of Error; With one or more people 60 years and over,Households not receiving food stamps; Estimate; With one or more people 60 years and over,Households not receiving food stamps; Margin of Error; With one or more people 60 years and over,Total; Estimate; With children under 18 years,Total; Margin of Error; With children under 18 years,Households receiving food stamps; Estimate; With children under 18 years,Households receiving food stamps; Margin of Error; With children under 18 years,Households not receiving food stamps; Estimate; With children under 18 years,Households not receiving food stamps; Margin of Error; With children under 18 years,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households receiving food stamps; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households receiving food stamps; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households not receiving food stamps; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households not receiving food stamps; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Estimate; DISABILITY STATUS - With one or more people with a disability,Total; Margin of Error; DISABILITY STATUS - With one or more people with a disability,Households receiving food stamps; Estimate; DISABILITY STATUS - With one or more people with a disability,Households receiving food stamps; Margin of Error; DISABILITY STATUS - With one or more people with a disability,Households not receiving food stamps; Estimate; DISABILITY STATUS - With one or more people with a disability,Households not receiving food stamps; Margin of Error; DISABILITY STATUS - With one or more people with a disability,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households not receiving food stamps; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households not receiving food stamps; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Households receiving food stamps; Estimate; Hispanic or Latino origin (of any race),Households receiving food stamps; Margin of Error; Hispanic or Latino origin (of any race),Households not receiving food stamps; Estimate; Hispanic or Latino origin (of any race),Households not receiving food stamps; Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Households receiving food stamps; Estimate; White alone, not Hispanic or Latino","Households receiving food stamps; Margin of Error; White alone, not Hispanic or Latino","Households not receiving food stamps; Estimate; White alone, not Hispanic or Latino","Households not receiving food stamps; Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Total; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households receiving food stamps; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households receiving food stamps; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households not receiving food stamps; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households not receiving food stamps; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Total; Estimate; WORK STATUS - Families,Total; Margin of Error; WORK STATUS - Families,Households receiving food stamps; Estimate; WORK STATUS - Families,Households receiving food stamps; Margin of Error; WORK STATUS - Families,Households not receiving food stamps; Estimate; WORK STATUS - Families,Households not receiving food stamps; Margin of Error; WORK STATUS - Families,Total; Estimate; WORK STATUS - No workers in past 12 months,Total; Margin of Error; WORK STATUS - No workers in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - No workers in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - No workers in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - No workers in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - No workers in past 12 months,Total; Estimate; WORK STATUS - 1 worker in past 12 months,Total; Margin of Error; WORK STATUS - 1 worker in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - 1 worker in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - 1 worker in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - 1 worker in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - 1 worker in past 12 months,Total; Estimate; WORK STATUS - 2 or more workers in past 12 months,Total; Margin of Error; WORK STATUS - 2 or more workers in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - 2 or more workers in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - 2 or more workers in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - 2 or more workers in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - 2 or more workers in past 12 months,Total; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Total; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households receiving food stamps; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households receiving food stamps; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households not receiving food stamps; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households not receiving food stamps; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency
0100000US,,United States,114931864,106310,13452626,35782,101479238,113024,34.1,0.1,24.9,0.1,35.3,0.1,33.2,0.1,56.5,0.1,30.1,0.1,14.0,0.1,52.9,0.1,8.8,0.1,24.4,0.1,44.2,0.1,21.8,0.1,98.4,0.1,97.4,0.1,98.5,0.1,78.1,0.1,60.7,0.1,80.4,0.1,12.0,0.1,26.5,0.1,10.1,0.1,0.7,0.1,1.5,0.1,0.6,0.1,4.0,0.1,2.2,0.1,4.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1,3.4,0.1,6.2,0.1,3.0,0.1,1.6,0.1,2.6,0.1,1.5,0.1,11.6,0.1,19.9,0.1,10.5,0.1,70.5,0.1,48.5,0.1,73.4,0.1,51484,42,18154,53,57025,53,76427605,90368,9706768,29887,66720837,95667,14.5,0.1,23.7,0.1,13.1,0.1,33.1,0.1,47.9,0.2,30.9,0.1,52.4,0.1,28.4,0.1,55.9,0.1,1.1,(X),(X),(X),(X),(X)
0400000US01,01,Alabama,1837135,5351,270509,4918,1566626,5958,35.2,0.2,22.2,0.6,37.5,0.2,32.8,0.2,58.2,0.8,28.4,0.3,17.8,0.3,59.2,0.7,10.7,0.3,31.2,0.3,47.7,0.9,28.4,0.3,99.1,0.1,98.6,0.2,99.1,0.1,71.7,0.2,45.7,0.8,76.2,0.2,25.1,0.2,51.2,0.8,20.6,0.2,0.5,0.1,0.6,0.1,0.5,0.1,1.0,0.1,0.3,0.1,1.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.7,0.1,0.9,0.2,0.7,0.1,0.9,0.1,1.4,0.2,0.9,0.1,2.4,0.1,2.9,0.3,2.3,0.1,70.2,0.2,43.9,0.8,74.7,0.2,41973,255,15447,266,48301,412,1248202,7188,203006,3970,1045196,6549,18.2,0.3,28.3,0.9,16.2,0.3,35.1,0.4,47.5,1.0,32.7,0.4,46.8,0.4,24.2,0.8,51.1,0.5,1.7,(X),(X),(X),(X),(X)
0400000US02,02,Alaska,254799,1730,26385,1254,228414,2335,25.1,0.5,20.4,1.6,25.6,0.5,37.5,0.8,61.4,2.2,34.8,0.8,8.2,0.5,33.2,2.1,5.4,0.4,23.4,0.7,44.4,2.8,20.9,0.7,95.3,0.4,90.5,1.5,95.8,0.4,75.3,0.5,47.1,2.7,78.5,0.6,3.3,0.2,4.0,1.4,3.3,0.2,11.4,0.4,32.1,2.3,9.0,0.4,3.6,0.3,4.6,1.1,3.5,0.3,0.6,0.1,1.6,0.6,0.4,0.1,1.1,0.2,1.0,0.5,1.1,0.2,4.7,0.4,9.5,1.5,4.2,0.4,4.1,0.2,4.8,1.1,4.0,0.3,72.8,0.5,44.6,2.5,76.0,0.7,68211,1165,25977,1451,73992,1152,172018,2324,18588,1094,153430,2326,8.2,0.5,16.4,2.4,7.2,0.6,32.1,0.9,48.2,3.0,30.2,0.9,59.7,1.0,35.4,3.0,62.6,1.0,0.6,(X),(X),(X),(X),(X)
0400000US04,04,Arizona,2343177,7631,297564,6252,2045613,8654,35.5,0.2,22.5,0.8,37.4,0.2,33.0,0.3,60.7,0.9,29.0,0.3,14.9,0.3,49.9,1.2,9.9,0.2,23.4,0.2,37.6,0.9,21.3,0.2,98.4,0.1,97.5,0.3,98.6,0.1,84.2,0.2,71.8,0.8,86.0,0.2,3.9,0.1,6.8,0.4,3.4,0.1,3.2,0.1,7.8,0.4,2.5,0.1,2.5,0.1,1.3,0.2,2.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.6,0.1,9.7,0.7,3.9,0.1,1.6,0.1,2.5,0.3,1.4,0.1,21.2,0.2,39.2,0.9,18.6,0.2,68.5,0.2,44.2,1.0,72.0,0.2,48518,348,21617,551,53239,372,1547223,7153,225686,5195,1321537,7528,18.0,0.2,19.8,0.9,17.7,0.2,35.2,0.4,48.7,1.0,32.9,0.4,46.8,0.4,31.5,0.9,49.5,0.4,1.6,(X),(X),(X),(X),(X)
0400000US05,05,Arkansas,1125631,4214,160445,3666,965186,5191,35.4,0.2,21.0,0.9,37.9,0.2,32.9,0.3,58.3,1.2,28.7,0.3,18.1,0.4,59.3,1.1,11.2,0.3,32.0,0.4,46.7,1.1,29.6,0.3,98.7,0.1,98.0,0.3,98.8,0.1,80.8,0.2,62.9,1.1,83.8,0.3,14.7,0.2,31.9,1.0,11.9,0.2,0.6,0.1,0.7,0.2,0.6,0.1,0.9,0.1,0.2,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5,0.1,2.1,0.4,1.4,0.1,1.3,0.1,2.0,0.3,1.2,0.1,4.1,0.1,5.6,0.6,3.9,0.1,78.3,0.2,59.9,1.1,81.4,0.3,39588,360,15855,443,44955,425,767807,4584,116084,3291,651723,4800,17.6,0.3,24.7,1.2,16.3,0.3,34.8,0.5,51.5,1.4,31.8,0.5,47.6,0.5,23.8,1.2,51.9,0.5,0.9,(X),(X),(X),(X),(X)
0400000US06,06,California,12433049,12543,908702,7805,11524347,15387,33.5,0.1,18.3,0.3,34.7,0.1,37.1,0.1,76.2,0.4,34.0,0.1,13.6,0.1,52.0,0.5,10.6,0.1,22.2,0.1,34.1,0.5,21.3,0.1,97.3,0.1,96.4,0.2,97.3,0.1,67.8,0.1,56.3,0.5,68.7,0.1,6.6,0.1,13.5,0.3,6.0,0.1,0.8,0.1,1.4,0.1,0.7,0.1,12.3,0.1,6.7,0.2,12.7,0.1,0.3,0.1,0.4,0.1,0.3,0.1,9.5,0.1,18.2,0.4,8.9,0.1,2.7,0.1,3.6,0.2,2.7,0.1,27.3,0.1,50.9,0.4,25.4,0.1,51.4,0.1,26.1,0.4,53.4,0.1,59641,157,23275,350,63339,134,8519098,14832,796854,7644,7722244,15404,12.9,0.1,22.4,0.5,11.9,0.1,34.3,0.2,45.7,0.6,33.1,0.2,52.8,0.2,31.9,0.6,55.0,0.2,1.0,(X),(X),(X),(X),(X)
0400000US08,08,Colorado,1959145,5192,145289,3733,1813856,6606,29.1,0.2,21.3,0.9,29.7,0.2,32.5,0.3,59.6,1.2,30.3,0.3,12.3,0.2,53.1,1.2,9.0,0.2,20.3,0.2,41.0,1.3,18.7,0.2,97.9,0.1,96.0,0.4,98.1,0.1,87.3,0.2,71.0,1.2,88.6,0.2,3.8,0.1,10.2,0.8,3.3,0.1,0.9,0.1,2.8,0.3,0.7,0.1,2.3,0.1,1.5,0.3,2.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5,0.1,10.3,0.8,3.0,0.1,2.1,0.1,4.0,0.4,1.9,0.1,15.1,0.1,36.1,1.3,13.4,0.2,76.8,0.2,48.8,1.4,79.0,0.2,56345,372,18664,532,60275,403,1256199,5846,103664,3290,1152535,6051,11.5,0.2,19.1,1.2,10.8,0.2,31.4,0.4,49.4,1.5,29.7,0.4,57.1,0.4,31.5,1.4,59.4,0.4,1.0,(X),(X),(X),(X),(X)
0400000US09,09,Connecticut,1359404,3685,133112,3041,1226292,4638,35.8,0.2,29.0,1.1,36.5,0.2,33.0,0.3,47.4,1.3,31.4,0.3,10.0,0.3,49.6,1.4,5.7,0.2,21.7,0.3,46.4,1.3,19.0,0.2,98.6,0.1,96.7,0.4,98.9,0.1,81.9,0.2,55.5,1.5,84.8,0.2,9.2,0.1,23.9,1.3,7.6,0.2,0.2,0.1,0.4,0.2,0.2,0.1,3.1,0.1,1.7,0.4,3.3,0.1,0.0,0.1,0.1,0.1,0.0,0.1,4.2,0.2,15.2,0.9,3.0,0.2,1.4,0.1,3.3,0.4,1.1,0.1,10.3,0.1,33.0,1.3,7.9,0.2,76.4,0.2,40.5,1.4,80.2,0.2,67427,521,17566,642,74049,478,903946,4832,86421,2562,817525,4778,12.1,0.3,25.4,1.3,10.7,0.2,30.8,0.4,48.1,1.6,29.0,0.4,57.1,0.4,26.4,1.5,60.3,0.4,1.0,(X),(X),(X),(X),(X)
0400000US10,10,Delaware,332350,2149,36382,1739,295968,2550,36.9,0.4,27.4,2.1,38.0,0.4,32.5,0.6,58.9,2.7,29.3,0.6,10.5,0.5,41.2,2.2,6.7,0.5,25.0,0.5,42.8,2.0,22.8,0.5,N,N,N,N,N,N,74.6,0.4,49.4,2.6,77.7,0.5,19.5,0.4,42.4,2.3,16.7,0.5,0.3,0.1,0.6,0.3,0.2,0.1,2.8,0.2,1.0,0.5,3.0,0.2,N,N,N,N,N,N,1.4,0.2,4.0,0.9,1.1,0.2,1.3,0.2,2.5,0.9,1.2,0.2,5.3,0.3,11.2,1.5,4.6,0.3,71.1,0.4,43.3,2.5,74.5,0.5,58580,924,23104,1481,63688,951,225081,2629,26763,1508,198318,2461,14.7,0.6,17.7,2.0,14.2,0.6,32.8,1.0,50.4,3.1,30.4,1.0,52.5,1.0,31.9,2.3,55.3,1.0,0.8,(X),(X),(X),(X),(X)
