GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Households receiving food stamps; Estimate; Households,Households receiving food stamps; Margin of Error; Households,Households not receiving food stamps; Estimate; Households,Households not receiving food stamps; Margin of Error; Households,Total; Estimate; Households - With one or more people 60 years and over,Total; Margin of Error; Households - With one or more people 60 years and over,Households receiving food stamps; Estimate; Households - With one or more people 60 years and over,Households receiving food stamps; Margin of Error; Households - With one or more people 60 years and over,Households not receiving food stamps; Estimate; Households - With one or more people 60 years and over,Households not receiving food stamps; Margin of Error; Households - With one or more people 60 years and over,Total; Estimate; Households - With children under 18 years,Total; Margin of Error; Households - With children under 18 years,Households receiving food stamps; Estimate; Households - With children under 18 years,Households receiving food stamps; Margin of Error; Households - With children under 18 years,Households not receiving food stamps; Estimate; Households - With children under 18 years,Households not receiving food stamps; Margin of Error; Households - With children under 18 years,Total; Estimate; Households - POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Margin of Error; Households - POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households receiving food stamps; Estimate; Households - POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households receiving food stamps; Margin of Error; Households - POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households not receiving food stamps; Estimate; Households - POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Households not receiving food stamps; Margin of Error; Households - POVERTY STATUS IN THE PAST 12 MONTHS - Below poverty level,Total; Estimate; Households - DISABILITY STATUS - With one or more people with a disability,Total; Margin of Error; Households - DISABILITY STATUS - With one or more people with a disability,Households receiving food stamps; Estimate; Households - DISABILITY STATUS - With one or more people with a disability,Households receiving food stamps; Margin of Error; Households - DISABILITY STATUS - With one or more people with a disability,Households not receiving food stamps; Estimate; Households - DISABILITY STATUS - With one or more people with a disability,Households not receiving food stamps; Margin of Error; Households - DISABILITY STATUS - With one or more people with a disability,Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race,Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - White,Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Black or African American,Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - American Indian and Alaska Native,Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Asian,Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - One race - Some other race,Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races,Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Hispanic or Latino origin (of any race),Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Hispanic or Latino origin (of any race),Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Hispanic or Latino origin (of any race),Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Hispanic or Latino origin (of any race),Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Hispanic or Latino origin (of any race),Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Hispanic or Latino origin (of any race),"Total; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - White alone, not Hispanic or Latino","Total; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - White alone, not Hispanic or Latino","Households receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - White alone, not Hispanic or Latino","Households receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - White alone, not Hispanic or Latino","Households not receiving food stamps; Estimate; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - White alone, not Hispanic or Latino","Households not receiving food stamps; Margin of Error; Households - RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - White alone, not Hispanic or Latino",Total; Estimate; Households - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Total; Margin of Error; Households - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households receiving food stamps; Estimate; Households - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households receiving food stamps; Margin of Error; Households - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households not receiving food stamps; Estimate; Households - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Households not receiving food stamps; Margin of Error; Households - HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2009 INFLATION-ADJUSTED DOLLARS) - Median income (dollars),Total; Estimate; WORK STATUS - Families,Total; Margin of Error; WORK STATUS - Families,Households receiving food stamps; Estimate; WORK STATUS - Families,Households receiving food stamps; Margin of Error; WORK STATUS - Families,Households not receiving food stamps; Estimate; WORK STATUS - Families,Households not receiving food stamps; Margin of Error; WORK STATUS - Families,Total; Estimate; WORK STATUS - Families - No workers in past 12 months,Total; Margin of Error; WORK STATUS - Families - No workers in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - Families - No workers in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - Families - No workers in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - Families - No workers in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - Families - No workers in past 12 months,Total; Estimate; WORK STATUS - Families - 1 worker in past 12 months,Total; Margin of Error; WORK STATUS - Families - 1 worker in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - Families - 1 worker in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - Families - 1 worker in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - Families - 1 worker in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - Families - 1 worker in past 12 months,Total; Estimate; WORK STATUS - Families - 2 or more workers in past 12 months,Total; Margin of Error; WORK STATUS - Families - 2 or more workers in past 12 months,Households receiving food stamps; Estimate; WORK STATUS - Families - 2 or more workers in past 12 months,Households receiving food stamps; Margin of Error; WORK STATUS - Families - 2 or more workers in past 12 months,Households not receiving food stamps; Estimate; WORK STATUS - Families - 2 or more workers in past 12 months,Households not receiving food stamps; Margin of Error; WORK STATUS - Families - 2 or more workers in past 12 months,Total; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Total; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households receiving food stamps; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households receiving food stamps; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households not receiving food stamps; Estimate; PERCENT IMPUTED - Food stamp/SNAP recipiency,Households not receiving food stamps; Margin of Error; PERCENT IMPUTED - Food stamp/SNAP recipiency
0100000US,,United States,113104064,110092,10044402,30363,103059662,118700,32.2,0.1,24.4,0.1,33.0,0.1,33.8,0.1,58.0,0.1,31.4,0.1,12.9,0.1,55.9,0.1,8.7,0.1,(X),(X),(X),(X),(X),(X),98.6,0.1,97.6,0.1,98.7,0.1,78.4,0.1,59.4,0.1,80.3,0.1,11.8,0.1,27.9,0.1,10.2,0.1,0.7,0.1,1.5,0.1,0.6,0.1,3.7,0.1,2.0,0.1,3.9,0.1,0.1,0.1,0.2,0.1,0.1,0.1,3.8,0.1,6.5,0.1,3.5,0.1,1.4,0.1,2.4,0.1,1.3,0.1,11.0,0.1,18.3,0.1,10.3,0.1,71.7,0.1,48.8,0.1,73.9,0.1,51369,49,16221,58,55455,60,75177539,97976,7230291,26678,67947248,104144,13.2,0.1,22.8,0.2,12.2,0.1,31.8,0.1,49.4,0.2,30.0,0.1,55.0,0.1,27.9,0.2,57.9,0.1,1.3,(X),(X),(X),(X),(X)
0400000US01,01,Alabama,1830114,6087,199585,4214,1630529,5626,33.6,0.2,20.1,0.7,35.3,0.2,33.3,0.2,61.1,1.0,29.9,0.3,16.7,0.2,63.0,1.1,11.0,0.2,(X),(X),(X),(X),(X),(X),99.0,0.1,98.5,0.2,99.1,0.1,71.9,0.2,43.1,1.0,75.4,0.2,25.2,0.2,53.8,1.0,21.7,0.2,0.5,0.1,0.7,0.1,0.5,0.1,0.8,0.1,0.3,0.1,0.9,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.5,0.1,0.6,0.2,0.5,0.1,1.0,0.1,1.5,0.2,0.9,0.1,1.9,0.1,2.0,0.3,1.9,0.1,70.7,0.2,42.0,1.0,74.2,0.2,41458,298,13611,336,45977,385,1238522,5800,150382,3139,1088140,5852,16.1,0.3,26.3,1.2,14.7,0.3,34.5,0.4,51.0,1.3,32.3,0.4,49.3,0.3,22.7,1.0,53.0,0.4,2.0,(X),(X),(X),(X),(X)
0400000US02,02,Alaska,236801,1632,20024,1268,216777,1921,23.0,0.4,16.6,2.0,23.6,0.4,37.5,0.7,62.9,2.7,35.1,0.8,7.6,0.4,33.6,2.9,5.1,0.4,(X),(X),(X),(X),(X),(X),95.4,0.4,90.7,1.9,95.8,0.4,75.1,0.5,46.2,2.9,77.8,0.6,3.5,0.3,4.5,1.6,3.4,0.3,11.2,0.4,33.0,2.3,9.2,0.4,3.5,0.2,4.5,1.3,3.4,0.2,0.4,0.1,0.9,0.5,0.4,0.1,1.6,0.2,1.7,1.2,1.6,0.2,4.6,0.4,9.3,1.9,4.2,0.4,4.8,0.3,7.0,1.9,4.6,0.3,72.7,0.5,42.8,2.8,75.5,0.6,66565,1288,25215,1481,71394,1355,159973,1850,14611,980,145362,1970,7.3,0.4,13.7,2.4,6.7,0.4,30.1,1.0,49.1,4.1,28.2,1.0,62.6,1.0,37.2,3.4,65.2,1.0,0.9,(X),(X),(X),(X),(X)
0400000US04,04,Arizona,2269436,6554,195591,4055,2073845,6967,33.4,0.2,21.5,0.9,34.5,0.2,33.9,0.2,64.7,1.0,31.0,0.2,12.8,0.2,52.1,1.0,9.1,0.2,(X),(X),(X),(X),(X),(X),98.6,0.1,97.6,0.3,98.6,0.1,83.7,0.2,67.9,0.9,85.2,0.2,3.5,0.1,6.7,0.6,3.2,0.1,3.3,0.1,10.1,0.5,2.6,0.1,2.2,0.1,1.1,0.2,2.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.8,0.1,11.7,0.7,5.3,0.1,1.4,0.1,2.4,0.3,1.4,0.1,21.4,0.2,41.6,0.9,19.5,0.2,68.8,0.2,40.0,0.9,71.5,0.2,50356,267,20583,512,53508,289,1499399,7437,151563,3475,1347836,7323,16.3,0.2,19.2,1.0,15.9,0.2,33.5,0.4,48.5,1.4,31.9,0.4,50.2,0.4,32.3,1.3,52.2,0.4,1.4,(X),(X),(X),(X),(X)
0400000US05,05,Arkansas,1115865,4130,143373,3309,972492,4661,34.0,0.2,20.8,0.9,35.9,0.3,33.7,0.3,59.7,1.1,29.8,0.4,17.7,0.3,62.0,1.2,11.2,0.3,(X),(X),(X),(X),(X),(X),98.6,0.1,97.5,0.4,98.8,0.1,80.4,0.2,58.6,1.1,83.7,0.3,15.3,0.2,35.9,1.2,12.2,0.2,0.5,0.1,0.7,0.2,0.5,0.1,0.9,0.1,0.3,0.1,1.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,1.4,0.1,2.0,0.4,1.4,0.1,1.4,0.1,2.5,0.4,1.2,0.1,3.6,0.1,4.1,0.5,3.5,0.2,78.4,0.2,56.8,1.2,81.6,0.3,38577,329,14208,427,43061,443,759930,4940,103669,2838,656261,4500,16.4,0.3,22.4,1.2,15.5,0.3,33.2,0.4,52.7,1.7,30.1,0.5,50.4,0.4,24.9,1.3,54.4,0.5,1.4,(X),(X),(X),(X),(X)
0400000US06,06,California,12198310,10485,630884,7096,11567426,12742,31.4,0.1,16.5,0.4,32.2,0.1,37.6,0.1,79.8,0.5,35.3,0.1,11.7,0.1,52.4,0.6,9.5,0.1,(X),(X),(X),(X),(X),(X),97.7,0.1,96.8,0.2,97.8,0.1,67.6,0.1,53.3,0.6,68.4,0.1,6.6,0.1,15.0,0.5,6.1,0.1,0.8,0.1,1.6,0.1,0.8,0.1,11.5,0.1,6.5,0.3,11.8,0.1,0.3,0.1,0.4,0.1,0.3,0.1,10.9,0.1,20.0,0.5,10.4,0.1,2.3,0.1,3.2,0.2,2.2,0.1,26.6,0.1,48.7,0.6,25.4,0.1,53.0,0.1,26.6,0.6,54.4,0.1,60422,153,21620,287,63023,150,8320337,14202,561181,6737,7759156,15624,11.6,0.1,21.5,0.5,10.9,0.1,33.0,0.2,47.6,0.7,31.9,0.2,55.4,0.2,30.9,0.6,57.2,0.2,1.0,(X),(X),(X),(X),(X)
0400000US08,08,Colorado,1888359,4715,100333,2578,1788026,5741,27.2,0.2,20.4,1.1,27.6,0.2,32.9,0.2,61.2,1.5,31.4,0.2,11.4,0.2,55.3,1.4,9.0,0.2,(X),(X),(X),(X),(X),(X),98.2,0.1,95.0,0.6,98.3,0.1,87.4,0.2,71.7,1.5,88.2,0.2,3.7,0.1,9.6,0.8,3.3,0.1,0.9,0.1,2.6,0.5,0.8,0.1,2.3,0.1,1.5,0.4,2.3,0.1,0.1,0.1,0.2,0.2,0.1,0.1,3.8,0.1,9.3,1.0,3.5,0.1,1.8,0.1,5.0,0.6,1.7,0.1,14.7,0.1,36.1,1.4,13.5,0.1,77.4,0.2,48.7,1.4,79.0,0.2,56334,356,16561,535,59103,332,1213283,6143,72150,2442,1141133,6683,10.4,0.2,16.6,1.4,10.0,0.2,30.2,0.3,51.2,1.9,28.8,0.3,59.5,0.3,32.2,1.8,61.2,0.3,1.0,(X),(X),(X),(X),(X)
0400000US09,09,Connecticut,1326092,3566,89728,2611,1236364,3503,34.1,0.2,27.4,1.3,34.6,0.2,33.8,0.3,47.6,1.4,32.8,0.3,9.1,0.2,55.8,1.6,5.7,0.2,(X),(X),(X),(X),(X),(X),N,N,N,N,N,N,82.7,0.2,53.5,1.4,84.9,0.2,8.7,0.1,24.1,1.4,7.6,0.1,0.2,0.1,0.7,0.3,0.2,0.1,3.0,0.1,1.5,0.5,3.1,0.1,N,N,N,N,N,N,4.1,0.1,17.1,1.2,3.1,0.1,1.2,0.1,3.2,0.6,1.1,0.1,9.6,0.1,34.2,1.3,7.8,0.2,77.7,0.2,39.9,1.3,80.4,0.2,67724,601,15115,571,72135,597,887867,4453,57355,2077,830512,4469,10.9,0.2,25.3,1.5,9.9,0.2,29.7,0.4,50.4,2.1,28.2,0.4,59.4,0.4,24.3,2.1,61.8,0.4,1.0,(X),(X),(X),(X),(X)
0400000US10,10,Delaware,328108,2123,25901,1237,302207,2493,34.7,0.4,25.9,2.0,35.5,0.5,33.0,0.5,59.3,2.8,30.8,0.5,9.9,0.4,45.2,2.8,6.8,0.3,(X),(X),(X),(X),(X),(X),N,N,N,N,N,N,75.5,0.4,49.3,2.8,77.7,0.4,19.3,0.4,44.8,2.6,17.1,0.4,0.3,0.1,0.3,0.2,0.3,0.1,2.6,0.1,0.6,0.4,2.8,0.1,N,N,N,N,N,N,1.2,0.2,2.6,1.0,1.1,0.2,1.1,0.2,2.3,0.9,1.0,0.2,4.6,0.2,10.9,1.7,4.1,0.2,72.5,0.4,42.8,3.0,75.1,0.4,57176,903,19920,1243,60655,866,222364,2419,19100,1150,203264,2464,13.6,0.5,17.4,2.9,13.2,0.4,32.3,0.9,52.9,3.7,30.4,0.9,54.1,0.9,29.7,2.9,56.4,1.0,0.9,(X),(X),(X),(X),(X)
